question,gold_answer,predicted_answer,retrieval_hit,exact_match,token_f1,top_passages,retrieved_chunks
Who was the last inmate of Spandau jail in Berlin?,Rudolf Hess,Rudolf Hess,True,True,1.0,Spandau Prison | Spandau Prison | Spandau Prison | Spandau Prison | Spandau Prison,"[1] Spandau Prison
Spandau Prison was located in the borough of Spandau in western Berlin. It was constructed in 1876 and demolished in 1987 after the death of its last prisoner, Rudolf Hess, to prevent it from becoming a neo-Nazi shrine. The site was later rebuilt as a shopping centre for the British forces stationed in Germany.

History
---
[2] Spandau Prison
In the aftermath of the Reichstag fire of 1933, opponents of Hitler and journalists such as Egon Kisch and Carl von Ossietzky were held there in so-called protective custody. Spandau Prison became a sort of predecessor of the Nazi concentration camps. While it was formally operated by the Prussian Ministry of Justice, the Gestapo tortured and abused its inmates, as Egon Erwin Kisch recalls in his memories of Spandau Prison. By the end of 1933 the first Nazi concentration camps had been erected (at Dachau,
---
[3] Spandau Prison
History 

Spandau Prison was built in 1876 on Wilhelmstraße. It initially served as a military detention center. From 1919 it was also used for civilian inmates. It held up to 600 inmates at that time.
---
[4] Spandau Prison
The prison was demolished in 1987, largely to prevent it from becoming a Neo-Nazi shrine, after the death of its final remaining prisoner, Rudolf Hess, who had been the prison's sole occupant after the release of Speer and von Schirach in 1966. To further ensure its erasure, the site was made into a parking facility and a NAAFI shopping center, named The Britannia Centre Spandau and nicknamed Hessco's  after the well known British supermarket chain, Tesco. All materials from the demolished prison were
---
[5] Spandau Prison
Spandau was one of only two Four-Power organizations to continue to operate after the breakdown of the Allied Control Council; the other was the Berlin Air Safety Center. The four occupying powers of Berlin alternated control of the prison on a monthly basis, each having the responsibility for a total of three months out of the year. Observing the Four-Power flags that flew at the Allied Control Authority building could determine who controlled the prison."
In the 80s who wrote the novel Empire of The Sun?,J. G. Ballard,J. G. Ballard,True,True,1.0,Empire of the Sun | Empire of the Sun (band) | Empire of the Sun (band) | Empire of the Sun (band) | Empire of the Sun (band),"[1] Empire of the Sun
Empire of the Sun is a 1984 novel by English writer J. G. Ballard; it was awarded the James Tait Black Memorial Prize and was shortlisted for the Man Booker Prize.  Like Ballard's earlier short story ""The Dead Time"" (published in the anthology Myths of the Near Future), it is essentially fiction but draws extensively on Ballard's experiences in World War II. The name of the novel is derived from the etymology of the name for Japan.
---
[2] Empire of the Sun (band)
Empire of the Sun is an Australian electronic music duo from Sydney, formed in 2007.  The band is a collaboration between Luke Steele of alternative rock act The Sleepy Jackson, and Nick Littlemore of electronic dance outfit Pnau.   Their 2008 debut album Walking on a Dream brought the duo international success and has been certified double platinum in Australia and gold in the United Kingdom (UK).   The album provided a number of internationally charting singles including ""Walking on a Dream"" which peaked
---
[3] Empire of the Sun (band)
Empire of the Sun appeared for the first time in a Triple J Hottest 100 with two entries in the 2008 countdown: ""We Are the People"" at number sixty-eight and ""Walking on a Dream"" at number four. 

""Walking on a Dream"" was nominated as ""Song of the Year"" at the 2009 Australian Performing Rights Association awards.
---
[4] Empire of the Sun (band)
Empire of the Sun were nominated for six awards at the 2009 ARIA Awards. They were nominated for Album of the Year, Single of the Year, Best Group, Best Pop Release, Best Selling Single and Best Selling Album, winning all but the Best Selling awards. Steele also performed ""Walking on a Dream"" at the event. Empire of the Sun also received an additional five nominations—Producer of the Year, Engineer of the Year, Best Video and Best Cover Art—as part of the Artisan Awards section of the 2009 ARIA Awards, and
---
[5] Empire of the Sun (band)
Name 

Although the name of the project has been attributed to the 1984 novel of the same name by J. G. Ballard,  Littlemore denied this and offers an explanation, saying, ""the name comes more from the idea of (and you'll see this in the ongoing videos) the fact that we're traveling around the world going to all the places of empires of the civilization where the sun has been a theme of worship. It's not based on the Ballard novel nor the Spielberg film of the same name"".

Style"
Kagoshima international airport is in which country?,Japan,Japan,True,True,1.0,Kagoshima Airport | Kagoshima Airport | Kagoshima Airport | Kagoshima Airport | Airport,"[1] Kagoshima Airport
is an airport located in Kirishima, Kagoshima Prefecture, Japan,  northeast of Kagoshima-Chūō Station in Kagoshima City. It is the second-busiest airport in Kyushu after Fukuoka Airport.

Japan Air Commuter, a regional affiliate of Japan Airlines, has its headquarters at the airport. 

History
---
[2] Kagoshima Airport
The airport's runway had an initial length of 2,500 m, which was extended to 3,000 m in 1980. An international terminal opened in 1982 and a cargo terminal opened in 1987.

Air Niugini, Cathay Pacific Airways, China Airlines and Nauru Airlines provided international service to Kagoshima from the 1970s to the 1980s, and JAL operated a route to Singapore via Hong Kong and Bangkok during the 1980s. Kagoshima served as the destination of the final scheduled NAMC YS-11 flight in 2006. 

Facilities
---
[3] Kagoshima Airport
Facilities

Kagoshima's domestic terminal has nine gates. ANA and JAL both operate lounges in the terminal.  The international terminal has a single gate. 

Airlines and destinations

Passenger
---
[4] Kagoshima Airport
History

The airport opened in 1972, replacing a former Imperial Japanese Navy airfield in the Kamoike area near the city center, which had served as the city's main airport since 1957.  The site of the former airport was re-developed as a ""new town"" with office buildings and high-density housing projects, and is now the site of the Kagoshima Prefecture government office, among other buildings.
---
[5] Airport
* Japan
Aeronautical Information Publication (AIP)  is provided by Japan Aeronautical Information Service Center, under the authority of Japan Civil Aviation Bureau, Ministry of Land, Infrastructure, Transport and Tourism of Japan.
* A comprehensive, consumer/business directory of commercial airports in the world (primarily for airports as businesses, rather than for pilots) is organized by the trade group Airports Council International."
In which sport could the Pacers take on the Pistons?,A: Basketball,Basketball,True,True,1.0,Indiana Pacers | Indiana Pacers | Indiana Pacers | Indiana Pacers | Detroit Pistons,"[1] Indiana Pacers
The Pacers and Pistons met for the first time in the 1990 Playoffs, the Pistons swept the Pacers in three straight games on their way to their second straight NBA championship. But the rivalry truly began in the 2003-04 season. The Pacers finished with a league best 61 wins and were led by Jermaine O'Neal, Ron Artest, and Reggie Miller, and coached by Rick Carlisle. Carlisle had been fired by Detroit at the end of the previous season. Detroit was led by Chauncey Billups, Ben Wallace, Rasheed Wallace,
---
[2] Indiana Pacers
Despite the adversity they had gone through, the Pacers made the playoffs for the 13th time in 14 years. In the first round, Indiana defeated the Atlantic Division champion Boston Celtics in seven games, winning Game 7 in Boston by the decisive margin of 97–70, just the third time the Celtics had dropped a Game 7 at home. The Pacers then advanced to the second-round against the Detroit Pistons, in a rematch of the previous year's Eastern Conference Finals. The series featured games back at The Palace of
---
[3] Indiana Pacers
in the conference semifinals. But the Detroit Pistons proved an impediment to Indiana's championship aspirations, as they defeated the Pacers in six games on their way to the NBA Championship.
---
[4] Indiana Pacers
The Indiana Pacers are a professional basketball team based in Indianapolis, Indiana.  The Pacers compete in the National Basketball Association (NBA) as a member club of the league's Eastern Conference Central Division. The Pacers were first established in 1967 as a member of the American Basketball Association (ABA) and became a member of the NBA in 1976 as a result of the ABA–NBA merger. They play their home games at Bankers Life Fieldhouse. The team is named after Indiana's history with the Indianapolis
---
[5] Detroit Pistons
The Detroit Pistons are an American professional basketball team based in Auburn Hills, Michigan, a suburb of Detroit. The Pistons compete in the National Basketball Association (NBA) as a member club of the league's Eastern Conference Central Division. The team plays its home games at The Palace of Auburn Hills. The team was founded in Fort Wayne, Indiana as the Fort Wayne (Zollner) Pistons in 1941, a member of the National Basketball League (NBL). The Pistons joined the Basketball Association of America"
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,Stars on 45 medley,I don't know,True,False,0.0909,Bette Davis Eyes | Bette Davis Eyes | Bette Davis Eyes | Bette Davis Eyes | Bette Davis Eyes,"[1] Bette Davis Eyes
""Bette Davis Eyes"" is a song written and composed by Donna Weiss and Jackie DeShannon, and made popular by American singer Kim Carnes. DeShannon recorded it in 1974; Carnes's 1981 version spent nine weeks at No. 1 on the Billboard Hot 100 and was Billboards biggest hit of the entire year for 1981. It was also her only Top 40 hit on the UK Singles Chart, getting to No. 10. The 1981 recording won the 1982 Grammy Awards for both Record of the Year and Song of the Year.

History
---
[2] Bette Davis Eyes
The song was written and composed in 1974 by Donna Weiss and Jackie DeShannon. DeShannon recorded the song that same year on her album New Arrangement.  In this original incarnation, the track is performed in an ""R&B lite"" arrangement, featuring a prominent uptempo piano part, as well as flourishes of pedal steel guitar and horns.  However, it was not until 1981, when Kim Carnes recorded her version of the song in a radically different synthesizer-based arrangement, that ""Bette Davis Eyes"" became a
---
[3] Bette Davis Eyes
synthesizer-based arrangement, that ""Bette Davis Eyes"" became a commercial success.
---
[4] Bette Davis Eyes
Track listing and formats

*7"" single 
# ""Bette Davis Eyes"" – 3:45
# ""Miss You Tonite"" – 5:11

*US 12"" maxi-single 
# ""Bette Davis Eyes"" – 3:45
# ""Miss You Tonite"" – 5:11

Charts

Weekly charts

Year-end charts

All-time charts

Certifications
---
[5] Bette Davis Eyes
The Carnes version spent nine non-consecutive weeks on top of the US Billboard Hot 100 (interrupted for one week by the ""Stars on 45 Medley"") and was Billboard's biggest hit of the year for 1981. The single also reached No. 5 on Billboard's Top Tracks charts and No. 26 on the Dance charts. The song won the Grammy Awards for Song of the Year and Record of the Year. The song was also a number one hit in 21 countries and peaked at number 10 in the United Kingdom, her only Top 40 hit there to date."
Where in Canada is the Lion's Gate bridge?,Vancouver,"Vancouver, British Columbia",True,True,1.0,Lions Gate Bridge | Lions Gate Bridge | Lions Gate Bridge | Lions Gate Bridge | Lions Gate Bridge,"[1] Lions Gate Bridge
The Lions Gate Bridge, opened in 1938, officially known as the First Narrows Bridge,  is a suspension bridge that crosses the first narrows of Burrard Inlet and connects the City of Vancouver, British Columbia, to the North Shore municipalities of the District of North Vancouver, the City of North Vancouver, and West Vancouver. The term ""Lions Gate"" refers to The Lions, a pair of mountain peaks north of Vancouver. Northbound traffic on the bridge heads in their general direction. A pair of cast concrete
---
[2] Lions Gate Bridge
*The Lions Gate Bridge has become a landmark of Vancouver and the North Shore.
*The bridge was featured on the first title card of CBC supper-hour newscast Canada Now, but it was replaced with a local image in several markets.
*The bridge is often used in television broadcasts as a symbol of Vancouver; most telecasts of NHL hockey games played in Vancouver show the bridge at least once.
*The bridge is the namesake of locally founded film company Lionsgate.
---
[3] Lions Gate Bridge
The bridge has three reversible lanes, the use of which is indicated by signals. The centre lane changes direction to accommodate for traffic patterns. The traffic volume on the bridge is 60,000 - 70,000 vehicles per day. Trucks exceeding 13 tonnes (14.3 tons) are prohibited, as are vehicles using studded tires. The bridge forms part of Highways 99 and 1A.

On March 24, 2005, the Lions Gate Bridge was designated a National Historic Site of Canada. 

History
---
[4] Lions Gate Bridge
Image:LionsGateBridgeTidepoolReflection.jpg|Lions Gate Bridge at First Narrows reflected in tide pools at sunset, 2002
Image:LionsGateBridgeFromCypressViewpointWinterNight2012.JPG|Lions Gate Bridge in relation to Vancouver city and harbour viewed from Cypress Viewpoint, December 2012
Image:Lions Gate bridge.JPG|Lions Gate Bridge from Stanley Park, 2013
---
[5] Lions Gate Bridge
Image:Lion's Gate Bridge at Sunset.JPG|Lions Gate Bridge at Sunset, 2013
Image:Lions' Gate Bridge (from Stanley Park).jpg|Lions Gate Bridge from Downtown Vancouver
Image:Lions Gate Bridge at night.jpg|Lions Gate Bridge and North Vancouver from Prospect Point in Stanley Park
Image:LionsGateBridgeDeckReplacementProgressApril2001.jpg|Lions Gate Bridge deck replacement procedure progress as of April 22, 2001"
What was Walter Matthau's first movie?,The Kentuckian,I don't know,True,False,0.0,Walter Matthau | Walter Matthau | Walter Matthau | Walter Matthau | Walter Matthau,"[1] Walter Matthau
Walter Matthau (;  October 1, 1920 – July 1, 2000) was an American actor best known for his role as Oscar Madison in The Odd Couple and his frequent collaborations with Odd Couple co-star Jack Lemmon. He won the Academy Award for Best Supporting Actor for his performance in the 1966 Billy Wilder film The Fortune Cookie. Besides the Oscar, he was the winner of BAFTA, Golden Globe and Tony awards.

Early life

Matthau was born Walter John Matthow on October 1, 1920, in New York City's Lower East Side.
---
[2] Walter Matthau
He took classes in acting at the Dramatic Workshop of the New School with German director Erwin Piscator. He often joked that his best early review came in a play where he posed as a derelict. One reviewer said, ""The others just looked like actors in make-up, Walter Matthau really looks like a skid row bum!"" Matthau was a respected stage actor for years in such fare as Will Success Spoil Rock Hunter? and A Shot in the Dark. He won the 1962 Tony Award for Best Featured Actor in a play.
---
[3] Walter Matthau
He achieved great success in the comedy film, The Fortune Cookie (1966), as a shyster lawyer, William H. ""Whiplash Willie"" Gingrich, starring opposite Lemmon, and the first of many collaborations with Billy Wilder, and a role that would earn him an Oscar for Best Supporting Actor. Filming had to be placed on a five-month hiatus after Matthau suffered a serious heart attack. He gave up his three pack a day smoking habit as a result.  Matthau appeared during the Oscar telecast shortly after having been
---
[4] Walter Matthau
Matthau appeared in the pilot of Mister Peepers (1952) with Wally Cox. For reasons unknown he used the name Leonard Elliot. His role was of the gym teacher Mr. Wall. He made his motion picture debut as a whip-wielding bad guy in The Kentuckian (1955) opposite Burt Lancaster. He played a villain in King Creole (1958), in which he gets beaten up by Elvis Presley). Around the same time, he made Ride a Crooked Trail with Audie Murphy, and Onionhead (both 1958) starring Andy Griffith; the latter was a flop.
---
[5] Walter Matthau
Matthau starred in three crime dramas in the mid-1970s, as a detective investigating a mass murder on a bus in The Laughing Policeman (1973), as a bank robber on the run from the Mafia and the law in Charley Varrick (also 1973) and as a New York transit cop in the action-adventure The Taking of Pelham One Two Three (1974). A change of pace about misfits on a Little League baseball team turned-out to be a solid hit when Matthau starred as coach Morris Buttermaker in the comedy The Bad News Bears (1976)."
Where in England was actor Nigel Hawthorne born?,Coventry,"Coventry, Warwickshire",True,True,1.0,Nigel Hawthorne | Nigel Hawthorne | Nigel Hawthorne | Nigel Hawthorne | Nigel Hawthorne,"[1] Nigel Hawthorne
Hawthorne was born in Coventry, Warwickshire, England, the son of Agnes Rosemary (née Rice) and Charles Barnard Hawthorne, a physician.  When Nigel was three years old, the family moved to Cape Town, South Africa, where his father had bought a practice. Initially they lived in the Gardens and then moved to a newly built house near Camps Bay.Kathleen Riley (2004) [https://books.google.com/books?id
---
[2] Nigel Hawthorne
ucs-FWpTjp8C Nigel Hawthorne on Stage],  Univ. of Hertfordshire Press, Hatfield ISBN 978-1-90280-629-7 He was educated at St George's Grammar School, Cape Town and, when the family moved, the now defunct Christian Brothers College,  where he played on the rugby team.Michael Green (2004) Around and About: Memoires of a South African Newspaperman, David Philip Publishers, Cape Town ISBN 0-86486-660-7 He described his time at the latter as not being a particularly happy experience. He enrolled at the
---
[3] Nigel Hawthorne
Sir Nigel Barnard Hawthorne CBE (5 April 1929 – 26 December 2001) was an English actor. He portrayed Sir Humphrey Appleby, the Permanent Secretary in the 1980s sitcom Yes Minister and the Cabinet Secretary in its sequel, Yes, Prime Minister. For this role, he won four BAFTA TV Awards for Best Light Entertainment Performance. He won the BAFTA Award for Best Actor in a Leading Role and was nominated for the Academy Award for Best Actor for portraying King George III in The Madness of King George (1994). He
---
[4] Nigel Hawthorne
Career

Hawthorne made his professional stage debut in 1950, playing Archie Fellows in a Cape Town production of The Shop at Sly Corner. He made his Broadway debut in 1974 in As You Like It. He returned to the New York stage in 1990 in Shadowlands and won the 1991 Tony Award for Best Actor in a Play.
---
[5] Nigel Hawthorne
Death

Hawthorne had several operations for pancreatic cancer, although his immediate cause of death was from a heart attack, aged 72. He was survived by Bentham, and buried at the Parish Church of Thundridge near Ware, Hertfordshire. On hearing of Hawthorne's death, Alan Bennett described him in his diary, ""Courteous, grand, a man of the world and superb at what he did, with his technique never so obvious as to become familiar as, say, Olivier's did or Alec Guinness's."" 

Honours"
"In Greek mythology, who were Arges, Brontes and Steropes?",Cyclopes,Cyclopes,True,True,1.0,Cyclops | Arges (cyclops) | Cyclops | Arges (cyclops) | Cyclops,"[1] Cyclops
In the Theogony by Hesiod, the Cyclopes – Brontes (""thunderer""), Steropes (""lightning"") and the ""bright"" Arges (Greek: Βρόντης, Στερόπης and Ἄργης) – were the primordial sons of Uranus (Sky) and Gaia (Earth) and brothers of the Hekatonkheires and the Titans. As such, they were blood-related to the Titan and Olympian gods and goddesses.  They were giants with a single eye in the middle of their forehead and a foul disposition. According to Hesiod, they were strong and stubborn. Collectively they eventually
---
[2] Arges (cyclops)
Arges () was one of the Cyclopes in Greek mythology.  He was elsewhere called Acmonides  or Pyraemon.  His name means ""bright""Argos (ἀργός) means ""white, quick"" in Greek; see R. S. P. Beekes, Comparative Indo-European Linguistics: An Introduction, 2nd edition, revised and corrected by Michiel de Vaan, John Benjamins Publishing Company (2011), p. 181. and represents the brightness from lightning. He is one of Gaia's children by Uranus. In fear, Uranus is said to have locked Arges, along with his brothers, in
---
[3] Cyclops
Hesiod described three one-eyed Cyclopes, Brontes, Steropes and Arges, the sons of Uranus and Gaia, brothers of the Titans, builders and craftsmen,  while the epic poet Homer described another group of mortal herdsmen Cyclopes the sons of Poseidon. Other accounts were written by the playwright Euripides, poet Theocritus and Roman epic poet Virgil. In Hesiod's Theogony, Zeus releases three Cyclopes from the dark pit of Tartarus. They provide Zeus' thunderbolt, Hades' helmet of invisibility, and Poseidon's
---
[4] Arges (cyclops)
is said to have locked Arges, along with his brothers, in Tartarus. They were later freed to fashion lightning bolts for Zeus during his attempt to overthrow Cronus.
---
[5] Cyclops
Zeus' main weapons, were forged by all three Cyclopes, in that Arges added brightness, Brontes added thunder, and Steropes added lightning."
Which musician founded the Red Hot Peppers?,Jelly Roll Morton,Jelly Roll Morton,True,True,1.0,Red Hot Peppers | Red Hot Peppers | River Phoenix | Red Hot Peppers | River Phoenix,"[1] Red Hot Peppers
Red Hot Peppers was a recording jazz band led by Jelly Roll Morton from 1926–1930.  It was a seven- or eight-piece band formed in Chicago that recorded for Victor and featured the best New Orleans-style freelance musicians available, including cornetist George Mitchell, trombonist Kid Ory, clarinetists Omer Simeon and Johnny Dodds, banjoists Johnny St. Cyr and Bud Scott, double bass player John Lindsay, and drummers Andrew Hilaire and Baby Dodds.
---
[2] Red Hot Peppers
Recordings made by the Red Hot Peppers constituted a significant contribution to the race records industry, at its height in the 1920s and 1930s.  The masterful blend of composition and improvisation demonstrated by Morton and his colleagues set a precedent for early jazz.

Select discography

A partial discography for the Red Hot Peppers is available from the Discography of American Historical Recordings, a database edited by the University of California, Santa Barbara.
---
[3] River Phoenix
Phoenix had collaborated with friend John Frusciante after his first departure from Red Hot Chili Peppers and the songs ""Height Down"" and ""Well I've Been"" were released on Frusciante's second solo album Smile from the Streets You Hold in 1997.

Phoenix was an investor in the original House of Blues (founded by his good friend and Sneakers co-star Dan Aykroyd) in Cambridge, Massachusetts, which opened its doors to the public after serving a group of homeless people on Thanksgiving Day 1992. 

Activism
---
[4] Red Hot Peppers
In 1928, Morton moved to New York, where he continued to make recordings under the name Red Hot Peppers, but collaborated with musicians from his regular band or from other orchestras.  By 1930, the name Red Hot Peppers was no longer used.
---
[5] River Phoenix
Phoenix's friends, the Red Hot Chili Peppers, wrote a few lines for him in their hit song ""Give It Away"" from the 1991 album Blood Sugar Sex Magik: ""There's a River born to be a giver, keep you warm won't let you shiver, his heart is never gonna wither..."" Phoenix also appears in the music video for their song, ""Breaking the Girl"" and following his death, the band paid tribute to him with the song ""Transcending"" (originally titled ""River"") on their 1995 album, One Hot Minute. Former Chili Peppers'"
Where did the Shinning Path terrorists operate?,Peru,Peru,True,True,1.0,Shining Path | Shining Path | Shining Path | Shining Path | Shining Path,"[1] Shining Path
Widely condemned for its brutality,[http://www.britannica.com/eb/article-9067404/ ""Shining-Path""], Encyclopædia Britannica. Retrieved June 11, 2009  including violence deployed against peasants, trade union organizers, popularly elected officials and the general civilian population, the Shining Path is classified by the Peruvian government, the U.S., the European Union, and Canada as a terrorist organization.
---
[2] Shining Path
On April 28, 2010 Shining Path rebels in Peru ambushed and killed a police officer and two civilians who were destroying coca plantations of Aucayacu, in the central region of Haunuco, Peru.  The victims were gunned down by sniper fire coming from the thick forest as more than 200 workers were destroying coca plants.   Since this attack, the Shining Path faction, based in the Upper Huallaga Valley of Peru and headed by Florindo Eleuterio Flores Hala, alias Comrade Artemio, has been operating in a survival
---
[3] Shining Path
The Shining Path's attacks were not limited to the countryside. It mounted attacks against the infrastructure in Lima, killing civilians in the process. In 1983, it sabotaged several electrical transmission towers, causing a citywide blackout, and set fire and destroyed the Bayer industrial plant. That same year, it set off a powerful bomb in the offices of the governing party, Popular Action. Escalating its activities in Lima, in June 1985 it blew up electricity transmission towers in Lima, producing a
---
[4] Shining Path
On October 7, 2012, Shining Path rebels carried out an attack on three helicopters being used by an international gas pipeline consortium, in the central region of Cusco.  
According to the military Joint Command spokesman, Col. Alejandro Lujan, no one was kidnapped or injured during the attack. 

On June 7, 2013, Comrade Artemio was convicted of terrorism, drug trafficking, and money laundering.  He was sentenced to life in prison and a fine of $183 million.
---
[5] Shining Path
Since the capture of its leader Abimael Guzmán in 1992, the Shining Path has declined in activity.  Similar to militant groups in Colombia, some factions of the Shining Path have functioned as a highly efficient cocaine-smuggling operation, with an ostensibly paternalistic relationship to villagers.Simon Romero, [http://www.nytimes.com/2009/03/18/world/americas/18peru.html?_r
1 ""Cocaine Trade Helps Rebels Reignite War in Peru""], The New York Times, March 17, 2009

Name"
How old was Jimi Hendrix when he died?,27,27,True,True,1.0,Jimi Hendrix | Jimi Hendrix | Jimi Hendrix | Jimi Hendrix | Jimi Hendrix,"[1] Jimi Hendrix
James Marshall ""Jimi"" Hendrix (born Johnny Allen Hendrix; November 27, 1942 – September 18, 1970) was an American rock guitarist, singer, and songwriter. Although his mainstream career spanned only four years, he is widely regarded as one of the most influential electric guitarists in the history of popular music, and one of the most celebrated musicians of the 20th century. The Rock and Roll Hall of Fame describes him as ""arguably the greatest instrumentalist in the history of rock music"".
---
[2] Jimi Hendrix
Festival in 1967, and in 1968 his third and final studio album, Electric Ladyland, reached number one in the US; it was Hendrix's most commercially successful release and his first and only number one album. The world's highest-paid performer, he headlined the Woodstock Festival in 1969 and the Isle of Wight Festival in 1970 before his accidental death from barbiturate-related asphyxia on September 18, 1970, at the age of 27.
---
[3] Jimi Hendrix
of the liver, and on February 2, 1958, she died when her spleen ruptured. Al refused to take James and Leon to attend their mother's funeral; he instead gave them shots of whiskey and instructed them that was how men were supposed to deal with loss. In mid-1958, at age 15, Hendrix acquired his first acoustic guitar, for $5. He earnestly applied himself, playing the instrument for several hours daily, watching others and getting tips from more experienced guitarists, and listening to blues artists such as
---
[4] Jimi Hendrix
where he remained for about an hour before she picked him up and drove them back to her flat at 3 a.m. Dannemann said they talked until around 7 a.m., when they went to sleep. She awoke around 11 a.m., and found Hendrix breathing, but unconscious and unresponsive. She called for an ambulance at 11:18 a.m.; they arrived on the scene at 11:27 a.m.  Paramedics then transported Hendrix to St Mary Abbot's Hospital where Dr. John Bannister pronounced him dead at 12:45 p.m. on September 18, 1970.
---
[5] Jimi Hendrix
A star on the Hollywood Walk of Fame was dedicated to Hendrix on November 14, 1991, at 6627 Hollywood Boulevard.  The Jimi Hendrix Experience was inducted into the Rock and Roll Hall of Fame in 1992, and the UK Music Hall of Fame in 2005. In 1999, readers of Rolling Stone and Guitar World ranked Hendrix among the most important musicians of the 20th century. In 2005, his debut album, Are You Experienced, was one of 50 recordings added that year to the United States National Recording Registry in the"
Which Brit broke the land speed record in 1990 in Thrust 2?,Richard Noble,I don't know,True,False,0.0,Thrust2 | Thrust2 | ThrustSSC | ThrustSSC | ThrustSSC,"[1] Thrust2
Thrust2 is a British designed and built jet propelled car, which held the world land speed record from 4 October 1983 to 25 September 1997.
---
[2] Thrust2
In 1997 Thrust2's record was broken by Richard Noble's follow up car, ThrustSSC.(Top speed - 1,228 kmph)

When the car was offered for sale at £90,000 in 1991, an extensive fundraising campaign was organised without government assistance to keep the car in Britain.  The bid was successful, and today Thrust2 and its successor, ThrustSSC, are displayed at the Coventry Transport Museum in Coventry, England.
---
[3] ThrustSSC
ThrustSSC, Thrust SSC, or Thrust supersonic car, is a British jet-propelled car developed by Richard Noble, Glynne Bowsher, Ron Ayers and Jeremy Bliss. 

Thrust SSC holds the World Land Speed Record, set on 15 October 1997, when it achieved a speed of 1228 km/h and became the first car to officially break the sound barrier.

Details
---
[4] ThrustSSC
The complete run history is available. 

Legacy

In 1983 Richard Noble had broken the world land speed record with his earlier car Thrust2, which reached a speed of 1,018 km/h (633 mph). The date of Andy Green's record came exactly a half century and one day after Chuck Yeager broke the sound barrier in Earth's atmosphere, with the Bell X-1 research rocket plane on 14 October 1947.
---
[5] ThrustSSC
After the record was set, the World Motor Sport Council released the following message: 
The World Motor Sport Council homologated the new world land speed records set by the team ThrustSSC of Richard Noble, driver Andy Green, on 15 October 1997 at Black Rock Desert, Nevada (USA). This is the first time in history that a land vehicle has exceeded the speed of sound. The new records are as follows:
*Flying mile           1227.985 km/h (763.035 mph)
*Flying kilometre   1223.657 km/h (760.343 mph)"
In which state was Gene Vincent born?,Virginia,Virginia,True,True,1.0,Gene Vincent | Gene Vincent | Gene Vincent | Gene Vincent | Gene Vincent,"[1] Gene Vincent
Gene Vincent and His Blue Caps soon gained a reputation playing in various country bars in his native Norfolk, Virginia. There, they won a talent contest organized by local radio DJ ""Sheriff Tex"" Davis, who became his manager. 

Biggest hits
---
[2] Gene Vincent
Vincent Eugene Craddock (February 11, 1935 – October 12, 1971), known as Gene Vincent, was an American musician who pioneered the styles of rock and roll and rockabilly. His 1956 top ten hit with his Blue Caps, ""Be-Bop-A-Lula"", is considered a significant early example of rockabilly. He is a member of both the Rock and Roll Hall of Fame and the Rockabilly Hall of Fame.

Biography

Early life
---
[3] Gene Vincent
In 1968 in a hotel in Germany, Gene Vincent tried to shoot Gary Glitter, whom he suspected of getting too close to his girlfriend. Vincent fired several shots and missed and a frightened Glitter left the country the next day. Vincent did manage to kick Glitter's backside as he ran away.
---
[4] Gene Vincent
Biography

Early life

Vincent Eugene Craddock was born in Norfolk, Virginia. His musical influences included country, rhythm and blues and gospel music. He showed his first real interest in music while his family lived in Munden Point, Princess Anne County (now Virginia Beach), Virginia, near the North Carolina line, where they ran a country store. He received his first guitar at the age of twelve as a gift from a friend.
---
[5] Gene Vincent
in Cashbox). Vincent was awarded gold records for two million sales of ""Be-Bop-A-Lula"",  and 1.5 million sales of ""Lotta Lovin'"". The same year he toured the east coast of Australia with Little Richard and Eddie Cochran, drawing audiences totaling 72,000 to their Sydney Stadium concerts. Vincent also made an appearance in the film, The Girl Can't Help It with Jayne Mansfield, performing ""Be-Bop-A-Lula"" with The Blue Caps in a rehearsal room."
